
Impossible increment, using 999999 instead

Impossible number of cells, using 999999 instead
198 9976 54343 149773 274047 511860 

Impossible number of cells, using 1999996 instead
280 19825 108975 300184 548948 1022064 
343 29772 163585 449844 824258 1532536 

Impossible number of cells, using 3999993 instead
396 39784 217898 598703 1097288 2046320 

Impossible number of cells, using 4999990 instead
442 49442 270691 748116 1376737 2555004 
485 59420 327275 900193 1648097 3065004 
523 68949 379775 1049803 1922857 3578604 
560 79337 435702 1199358 2203694 4081896 
593 89102 487276 1345058 2475630 4602920 
625 98780 542608 1493118 2743347 5122132 
656 108916 597245 1646763 3021524 5625536 
685 118581 652351 1792315 3300208 6136528 
713 128153 706559 1949310 3570200 6645760 
740 138298 760454 2098884 3842589 7159756 
766 148317 815542 2243546 4118795 7673780 
791 157726 869509 2399872 4392360 8180512 
815 167411 923518 2544404 4668041 8696604 
839 177093 978821 2702446 4947557 9194060 
862 186883 1035261 2845142 5221850 9710840 
884 196380 1088553 2994682 5492264 10228096 

Impossible number of cells, using 20999973 instead
906 206874 1141327 3144114 5771954 10735704 

Impossible number of cells, using 21999970 instead
928 217201 1197457 3299090 6050246 11235976 

Impossible number of cells, using 22999968 instead
948 226648 1249725 3438440 6321247 11763908 
969 236767 1306421 3593625 6596522 12266632 

Impossible number of cells, using 24999964 instead
989 246466 1360787 3748058 6866577 12778076 

Impossible number of cells, using 25999962 instead
1008 255852 1412439 3896820 7144735 13290116 

Impossible number of cells, using 26999959 instead
1027 265584 1467719 4036171 7425961 13804524 
1046 275431 1521398 4195731 7691598 14315800 

Impossible number of cells, using 28999956 instead
1065 286155 1575688 4347011 7972870 14818232 
1083 295102 1632507 4494756 8246446 15331144 
1101 305120 1685840 4650286 8518564 15840144 
1119 315684 1741111 4797620 8799850 16345688 

Impossible number of cells, using 32999950 instead
1136 324376 1797234 4946678 9075078 16856584 
1153 334200 1851102 5096927 9344808 17372912 

Impossible number of cells, using 34999947 instead
1170 344286 1904705 5252146 9622306 17876504 

Impossible number of cells, using 35999944 instead
1186 354229 1955407 5394014 9886462 18409832 

Impossible number of cells, using 36999942 instead
1203 364663 2013449 5542990 10168120 18910720 

Impossible number of cells, using 37999939 instead
1219 373740 2068919 5695099 10444665 19417516 
1235 384490 2120320 5845012 10719124 19930992 
1250 392321 2175534 5993902 10997012 20441168 

Impossible number of cells, using 40999935 instead
1266 402736 2230074 6152899 11273258 20940968 
1281 411717 2286342 6295022 11544457 21462396 

Impossible number of cells, using 42999931 instead
